Taxonomy,Sample,Abundance,basin,Phylum,Class,Order,Family,Core,Depth
Archaea;Thermoplasmatota;(Thermoplasmatota);(Thermoplasmatota),Med_48,NA,Mediterranean,Archaea,Thermoplasmatota,(Thermoplasmatota),(Thermoplasmatota),1,4-8 cm
Archaea;Thermoplasmatota;(Thermoplasmatota);(Thermoplasmatota),CS_48,8,Caspian,Archaea,Thermoplasmatota,(Thermoplasmatota),(Thermoplasmatota),1,4-8 cm
Bacteria;Zixibacteria;candidate division Zixibacteria bacterium RBG-1;(candidate division Zixibacteria bacterium RBG-1),CS_2_04,NA,Caspian,Bacteria,Zixibacteria,candidate division Zixibacteria bacterium RBG-1,(candidate division Zixibacteria bacterium RBG-1),2,0-4 cm
Bacteria;Zixibacteria;candidate division Zixibacteria bacterium RBG-1;(candidate division Zixibacteria bacterium RBG-1),CS,NA,Caspian,Bacteria,Zixibacteria,candidate division Zixibacteria bacterium RBG-1,(candidate division Zixibacteria bacterium RBG-1),,
Bacteria;Zixibacteria;candidate division Zixibacteria bacterium RBG-1;(candidate division Zixibacteria bacterium RBG-1),CS_2_1216,1,Caspian,Bacteria,Zixibacteria,candidate division Zixibacteria bacterium RBG-1,(candidate division Zixibacteria bacterium RBG-1),2,12-16 cm
Bacteria;Zixibacteria;candidate division Zixibacteria bacterium RBG-1;(candidate division Zixibacteria bacterium RBG-1),Med_04,NA,Mediterranean,Bacteria,Zixibacteria,candidate division Zixibacteria bacterium RBG-1,(candidate division Zixibacteria bacterium RBG-1),1,0-4 cm
Bacteria;Zixibacteria;candidate division Zixibacteria bacterium RBG-1;(candidate division Zixibacteria bacterium RBG-1),CS_2_2024,NA,Caspian,Bacteria,Zixibacteria,candidate division Zixibacteria bacterium RBG-1,(candidate division Zixibacteria bacterium RBG-1),2,20-24 cm
Bacteria;Zixibacteria;candidate division Zixibacteria bacterium RBG-1;(candidate division Zixibacteria bacterium RBG-1),Med_1216,NA,Mediterranean,Bacteria,Zixibacteria,candidate division Zixibacteria bacterium RBG-1,(candidate division Zixibacteria bacterium RBG-1),1,12-16 cm
Bacteria;Zixibacteria;candidate division Zixibacteria bacterium RBG-1;(candidate division Zixibacteria bacterium RBG-1),CS_2_3235,NA,Caspian,Bacteria,Zixibacteria,candidate division Zixibacteria bacterium RBG-1,(candidate division Zixibacteria bacterium RBG-1),2,32-35 cm
Bacteria;Zixibacteria;candidate division Zixibacteria bacterium RBG-1;(candidate division Zixibacteria bacterium RBG-1),Med_1620,NA,Mediterranean,Bacteria,Zixibacteria,candidate division Zixibacteria bacterium RBG-1,(candidate division Zixibacteria bacterium RBG-1),1,16-20 cm
Bacteria;Zixibacteria;candidate division Zixibacteria bacterium RBG-1;(candidate division Zixibacteria bacterium RBG-1),CS_2_48,NA,Caspian,Bacteria,Zixibacteria,candidate division Zixibacteria bacterium RBG-1,(candidate division Zixibacteria bacterium RBG-1),2,4-8 cm
Bacteria;Zixibacteria;candidate division Zixibacteria bacterium RBG-1;(candidate division Zixibacteria bacterium RBG-1),Med_2428,NA,Mediterranean,Bacteria,Zixibacteria,candidate division Zixibacteria bacterium RBG-1,(candidate division Zixibacteria bacterium RBG-1),1,24-28 cm
Bacteria;Zixibacteria;candidate division Zixibacteria bacterium RBG-1;(candidate division Zixibacteria bacterium RBG-1),CS_2_812,NA,Caspian,Bacteria,Zixibacteria,candidate division Zixibacteria bacterium RBG-1,(candidate division Zixibacteria bacterium RBG-1),2,8-12 cm
Bacteria;Zixibacteria;candidate division Zixibacteria bacterium RBG-1;(candidate division Zixibacteria bacterium RBG-1),Med_48,NA,Mediterranean,Bacteria,Zixibacteria,candidate division Zixibacteria bacterium RBG-1,(candidate division Zixibacteria bacterium RBG-1),1,4-8 cm
Bacteria;Zixibacteria;candidate division Zixibacteria bacterium RBG-1;(candidate division Zixibacteria bacterium RBG-1),CS_48,NA,Caspian,Bacteria,Zixibacteria,candidate division Zixibacteria bacterium RBG-1,(candidate division Zixibacteria bacterium RBG-1),1,4-8 cm
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,CS_2_04,NA,Caspian,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,2,0-4 cm
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,CS,NA,Caspian,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,,
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,CS_2_1216,1,Caspian,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,2,12-16 cm
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Med_04,NA,Mediterranean,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,1,0-4 cm
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,CS_2_2024,NA,Caspian,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,2,20-24 cm
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Med_1216,2,Mediterranean,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,1,12-16 cm
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,CS_2_3235,NA,Caspian,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,2,32-35 cm
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Med_1620,NA,Mediterranean,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,1,16-20 cm
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,CS_2_48,NA,Caspian,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,2,4-8 cm
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Med_2428,NA,Mediterranean,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,1,24-28 cm
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,CS_2_812,NA,Caspian,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,2,8-12 cm
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Med_48,NA,Mediterranean,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,1,4-8 cm
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,CS_48,1,Caspian,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,1,4-8 cm
Bacteria;Firmicutes;Bacilli;(Bacilli),CS_2_04,NA,Caspian,Bacteria,Firmicutes,Bacilli,(Bacilli),2,0-4 cm
Bacteria;Firmicutes;Bacilli;(Bacilli),CS,NA,Caspian,Bacteria,Firmicutes,Bacilli,(Bacilli),,
Bacteria;Firmicutes;Bacilli;(Bacilli),CS_2_1216,1,Caspian,Bacteria,Firmicutes,Bacilli,(Bacilli),2,12-16 cm
Bacteria;Firmicutes;Bacilli;(Bacilli),Med_04,NA,Mediterranean,Bacteria,Firmicutes,Bacilli,(Bacilli),1,0-4 cm
Bacteria;Firmicutes;Bacilli;(Bacilli),CS_2_2024,1,Caspian,Bacteria,Firmicutes,Bacilli,(Bacilli),2,20-24 cm
Bacteria;Firmicutes;Bacilli;(Bacilli),Med_1216,NA,Mediterranean,Bacteria,Firmicutes,Bacilli,(Bacilli),1,12-16 cm
Bacteria;Firmicutes;Bacilli;(Bacilli),CS_2_3235,2,Caspian,Bacteria,Firmicutes,Bacilli,(Bacilli),2,32-35 cm
Bacteria;Firmicutes;Bacilli;(Bacilli),Med_1620,3,Mediterranean,Bacteria,Firmicutes,Bacilli,(Bacilli),1,16-20 cm
Bacteria;Firmicutes;Bacilli;(Bacilli),CS_2_48,3,Caspian,Bacteria,Firmicutes,Bacilli,(Bacilli),2,4-8 cm
Bacteria;Firmicutes;Bacilli;(Bacilli),Med_2428,NA,Mediterranean,Bacteria,Firmicutes,Bacilli,(Bacilli),1,24-28 cm
Bacteria;Firmicutes;Bacilli;(Bacilli),CS_2_812,2,Caspian,Bacteria,Firmicutes,Bacilli,(Bacilli),2,8-12 cm
Bacteria;Firmicutes;Bacilli;(Bacilli),Med_48,NA,Mediterranean,Bacteria,Firmicutes,Bacilli,(Bacilli),1,4-8 cm
Bacteria;Firmicutes;Bacilli;(Bacilli),CS_48,3,Caspian,Bacteria,Firmicutes,Bacilli,(Bacilli),1,4-8 cm
Bacteria;GN01;uncultured bacterium;(uncultured bacterium),CS_2_04,NA,Caspian,Bacteria,GN01,uncultured bacterium,(uncultured bacterium),2,0-4 cm
Bacteria;GN01;uncultured bacterium;(uncultured bacterium),CS,NA,Caspian,Bacteria,GN01,uncultured bacterium,(uncultured bacterium),,
Bacteria;GN01;uncultured bacterium;(uncultured bacterium),CS_2_1216,NA,Caspian,Bacteria,GN01,uncultured bacterium,(uncultured bacterium),2,12-16 cm
Bacteria;GN01;uncultured bacterium;(uncultured bacterium),Med_04,34,Mediterranean,Bacteria,GN01,uncultured bacterium,(uncultured bacterium),1,0-4 cm
Bacteria;GN01;uncultured bacterium;(uncultured bacterium),CS_2_2024,NA,Caspian,Bacteria,GN01,uncultured bacterium,(uncultured bacterium),2,20-24 cm
Bacteria;GN01;uncultured bacterium;(uncultured bacterium),Med_1216,81,Mediterranean,Bacteria,GN01,uncultured bacterium,(uncultured bacterium),1,12-16 cm
Bacteria;GN01;uncultured bacterium;(uncultured bacterium),CS_2_3235,2,Caspian,Bacteria,GN01,uncultured bacterium,(uncultured bacterium),2,32-35 cm
Bacteria;GN01;uncultured bacterium;(uncultured bacterium),Med_1620,NA,Mediterranean,Bacteria,GN01,uncultured bacterium,(uncultured bacterium),1,16-20 cm
Bacteria;GN01;uncultured bacterium;(uncultured bacterium),CS_2_48,5,Caspian,Bacteria,GN01,uncultured bacterium,(uncultured bacterium),2,4-8 cm
Bacteria;GN01;uncultured bacterium;(uncultured bacterium),Med_2428,NA,Mediterranean,Bacteria,GN01,uncultured bacterium,(uncultured bacterium),1,24-28 cm
Bacteria;GN01;uncultured bacterium;(uncultured bacterium),CS_2_812,NA,Caspian,Bacteria,GN01,uncultured bacterium,(uncultured bacterium),2,8-12 cm
Bacteria;GN01;uncultured bacterium;(uncultured bacterium),Med_48,12,Mediterranean,Bacteria,GN01,uncultured bacterium,(uncultured bacterium),1,4-8 cm
Bacteria;GN01;uncultured bacterium;(uncultured bacterium),CS_48,1,Caspian,Bacteria,GN01,uncultured bacterium,(uncultured bacterium),1,4-8 cm
Bacteria;GN01;(GN01);(GN01),CS_2_04,NA,Caspian,Bacteria,GN01,(GN01),(GN01),2,0-4 cm
Bacteria;GN01;(GN01);(GN01),CS,NA,Caspian,Bacteria,GN01,(GN01),(GN01),,
Bacteria;GN01;(GN01);(GN01),CS_2_1216,NA,Caspian,Bacteria,GN01,(GN01),(GN01),2,12-16 cm
Bacteria;GN01;(GN01);(GN01),Med_04,14,Mediterranean,Bacteria,GN01,(GN01),(GN01),1,0-4 cm
Bacteria;GN01;(GN01);(GN01),CS_2_2024,NA,Caspian,Bacteria,GN01,(GN01),(GN01),2,20-24 cm
Bacteria;GN01;(GN01);(GN01),Med_1216,10,Mediterranean,Bacteria,GN01,(GN01),(GN01),1,12-16 cm
Bacteria;GN01;(GN01);(GN01),CS_2_3235,4,Caspian,Bacteria,GN01,(GN01),(GN01),2,32-35 cm
Bacteria;GN01;(GN01);(GN01),Med_1620,NA,Mediterranean,Bacteria,GN01,(GN01),(GN01),1,16-20 cm
Bacteria;GN01;(GN01);(GN01),CS_2_48,2,Caspian,Bacteria,GN01,(GN01),(GN01),2,4-8 cm
Bacteria;GN01;(GN01);(GN01),Med_2428,NA,Mediterranean,Bacteria,GN01,(GN01),(GN01),1,24-28 cm
Bacteria;GN01;(GN01);(GN01),CS_2_812,NA,Caspian,Bacteria,GN01,(GN01),(GN01),2,8-12 cm
Bacteria;GN01;(GN01);(GN01),Med_48,8,Mediterranean,Bacteria,GN01,(GN01),(GN01),1,4-8 cm
Bacteria;GN01;(GN01);(GN01),CS_48,NA,Caspian,Bacteria,GN01,(GN01),(GN01),1,4-8 cm
Bacteria;Patescibacteria;Parcubacteria;32-520,CS_2_04,NA,Caspian,Bacteria,Patescibacteria,Parcubacteria,32-520,2,0-4 cm
Bacteria;Patescibacteria;Parcubacteria;32-520,CS,NA,Caspian,Bacteria,Patescibacteria,Parcubacteria,32-520,,
Bacteria;Patescibacteria;Parcubacteria;32-520,CS_2_1216,NA,Caspian,Bacteria,Patescibacteria,Parcubacteria,32-520,2,12-16 cm
Bacteria;Patescibacteria;Parcubacteria;32-520,Med_04,12,Mediterranean,Bacteria,Patescibacteria,Parcubacteria,32-520,1,0-4 cm
Bacteria;Patescibacteria;Parcubacteria;32-520,CS_2_2024,NA,Caspian,Bacteria,Patescibacteria,Parcubacteria,32-520,2,20-24 cm
Bacteria;Patescibacteria;Parcubacteria;32-520,Med_1216,NA,Mediterranean,Bacteria,Patescibacteria,Parcubacteria,32-520,1,12-16 cm
Bacteria;Patescibacteria;Parcubacteria;32-520,CS_2_3235,NA,Caspian,Bacteria,Patescibacteria,Parcubacteria,32-520,2,32-35 cm
Bacteria;Patescibacteria;Parcubacteria;32-520,Med_1620,NA,Mediterranean,Bacteria,Patescibacteria,Parcubacteria,32-520,1,16-20 cm
Bacteria;Patescibacteria;Parcubacteria;32-520,CS_2_48,NA,Caspian,Bacteria,Patescibacteria,Parcubacteria,32-520,2,4-8 cm
Bacteria;Patescibacteria;Parcubacteria;32-520,Med_2428,NA,Mediterranean,Bacteria,Patescibacteria,Parcubacteria,32-520,1,24-28 cm
Bacteria;Patescibacteria;Parcubacteria;32-520,CS_2_812,NA,Caspian,Bacteria,Patescibacteria,Parcubacteria,32-520,2,8-12 cm
Bacteria;Patescibacteria;Parcubacteria;32-520,Med_48,NA,Mediterranean,Bacteria,Patescibacteria,Parcubacteria,32-520,1,4-8 cm
Bacteria;Patescibacteria;Parcubacteria;32-520,CS_48,NA,Caspian,Bacteria,Patescibacteria,Parcubacteria,32-520,1,4-8 cm
Bacteria;Actinobacteriota;Thermoleophilia;(Thermoleophilia),CS_2_04,NA,Caspian,Bacteria,Actinobacteriota,Thermoleophilia,(Thermoleophilia),2,0-4 cm
Bacteria;Actinobacteriota;Thermoleophilia;(Thermoleophilia),CS,NA,Caspian,Bacteria,Actinobacteriota,Thermoleophilia,(Thermoleophilia),,
Bacteria;Actinobacteriota;Thermoleophilia;(Thermoleophilia),CS_2_1216,NA,Caspian,Bacteria,Actinobacteriota,Thermoleophilia,(Thermoleophilia),2,12-16 cm
Bacteria;Actinobacteriota;Thermoleophilia;(Thermoleophilia),Med_04,7,Mediterranean,Bacteria,Actinobacteriota,Thermoleophilia,(Thermoleophilia),1,0-4 cm
Bacteria;Actinobacteriota;Thermoleophilia;(Thermoleophilia),CS_2_2024,4,Caspian,Bacteria,Actinobacteriota,Thermoleophilia,(Thermoleophilia),2,20-24 cm
Bacteria;Actinobacteriota;Thermoleophilia;(Thermoleophilia),Med_1216,1,Mediterranean,Bacteria,Actinobacteriota,Thermoleophilia,(Thermoleophilia),1,12-16 cm
Bacteria;Actinobacteriota;Thermoleophilia;(Thermoleophilia),CS_2_3235,NA,Caspian,Bacteria,Actinobacteriota,Thermoleophilia,(Thermoleophilia),2,32-35 cm
Bacteria;Actinobacteriota;Thermoleophilia;(Thermoleophilia),Med_1620,2,Mediterranean,Bacteria,Actinobacteriota,Thermoleophilia,(Thermoleophilia),1,16-20 cm
Bacteria;Actinobacteriota;Thermoleophilia;(Thermoleophilia),CS_2_48,28,Caspian,Bacteria,Actinobacteriota,Thermoleophilia,(Thermoleophilia),2,4-8 cm
Bacteria;Actinobacteriota;Thermoleophilia;(Thermoleophilia),Med_2428,3,Mediterranean,Bacteria,Actinobacteriota,Thermoleophilia,(Thermoleophilia),1,24-28 cm
Bacteria;Actinobacteriota;Thermoleophilia;(Thermoleophilia),CS_2_812,1,Caspian,Bacteria,Actinobacteriota,Thermoleophilia,(Thermoleophilia),2,8-12 cm
Bacteria;Actinobacteriota;Thermoleophilia;(Thermoleophilia),Med_48,1,Mediterranean,Bacteria,Actinobacteriota,Thermoleophilia,(Thermoleophilia),1,4-8 cm
Bacteria;Actinobacteriota;Thermoleophilia;(Thermoleophilia),CS_48,1,Caspian,Bacteria,Actinobacteriota,Thermoleophilia,(Thermoleophilia),1,4-8 cm
Archaea;Korarchaeota;Korarchaeia;Korarchaeales,CS_2_04,NA,Caspian,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,2,0-4 cm
Archaea;Korarchaeota;Korarchaeia;Korarchaeales,CS,NA,Caspian,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,,
Archaea;Korarchaeota;Korarchaeia;Korarchaeales,CS_2_1216,NA,Caspian,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,2,12-16 cm
Archaea;Korarchaeota;Korarchaeia;Korarchaeales,Med_04,7,Mediterranean,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,1,0-4 cm
Archaea;Korarchaeota;Korarchaeia;Korarchaeales,CS_2_2024,NA,Caspian,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,2,20-24 cm
Archaea;Korarchaeota;Korarchaeia;Korarchaeales,Med_1216,NA,Mediterranean,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,1,12-16 cm
Archaea;Korarchaeota;Korarchaeia;Korarchaeales,CS_2_3235,NA,Caspian,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,2,32-35 cm
Archaea;Korarchaeota;Korarchaeia;Korarchaeales,Med_1620,NA,Mediterranean,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,1,16-20 cm
Archaea;Korarchaeota;Korarchaeia;Korarchaeales,CS_2_48,2,Caspian,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,2,4-8 cm
Archaea;Korarchaeota;Korarchaeia;Korarchaeales,Med_2428,NA,Mediterranean,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,1,24-28 cm
Archaea;Korarchaeota;Korarchaeia;Korarchaeales,CS_2_812,2,Caspian,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,2,8-12 cm
Archaea;Korarchaeota;Korarchaeia;Korarchaeales,Med_48,NA,Mediterranean,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,1,4-8 cm
Archaea;Korarchaeota;Korarchaeia;Korarchaeales,CS_48,1,Caspian,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,1,4-8 cm
Bacteria;Armatimonadota;DG-56;(DG-56),CS_2_04,NA,Caspian,Bacteria,Armatimonadota,DG-56,(DG-56),2,0-4 cm
Bacteria;Armatimonadota;DG-56;(DG-56),CS,NA,Caspian,Bacteria,Armatimonadota,DG-56,(DG-56),,
Bacteria;Armatimonadota;DG-56;(DG-56),CS_2_1216,NA,Caspian,Bacteria,Armatimonadota,DG-56,(DG-56),2,12-16 cm
Bacteria;Armatimonadota;DG-56;(DG-56),Med_04,5,Mediterranean,Bacteria,Armatimonadota,DG-56,(DG-56),1,0-4 cm
Bacteria;Armatimonadota;DG-56;(DG-56),CS_2_2024,10,Caspian,Bacteria,Armatimonadota,DG-56,(DG-56),2,20-24 cm
Bacteria;Armatimonadota;DG-56;(DG-56),Med_1216,15,Mediterranean,Bacteria,Armatimonadota,DG-56,(DG-56),1,12-16 cm
Bacteria;Armatimonadota;DG-56;(DG-56),CS_2_3235,10,Caspian,Bacteria,Armatimonadota,DG-56,(DG-56),2,32-35 cm
Bacteria;Armatimonadota;DG-56;(DG-56),Med_1620,NA,Mediterranean,Bacteria,Armatimonadota,DG-56,(DG-56),1,16-20 cm
Bacteria;Armatimonadota;DG-56;(DG-56),CS_2_48,31,Caspian,Bacteria,Armatimonadota,DG-56,(DG-56),2,4-8 cm
Bacteria;Armatimonadota;DG-56;(DG-56),Med_2428,2,Mediterranean,Bacteria,Armatimonadota,DG-56,(DG-56),1,24-28 cm
Bacteria;Armatimonadota;DG-56;(DG-56),CS_2_812,19,Caspian,Bacteria,Armatimonadota,DG-56,(DG-56),2,8-12 cm
Bacteria;Armatimonadota;DG-56;(DG-56),Med_48,8,Mediterranean,Bacteria,Armatimonadota,DG-56,(DG-56),1,4-8 cm
Bacteria;Armatimonadota;DG-56;(DG-56),CS_48,10,Caspian,Bacteria,Armatimonadota,DG-56,(DG-56),1,4-8 cm
Bacteria;Patescibacteria;MD2896-B216;uncultured bacterium,CS_2_04,NA,Caspian,Bacteria,Patescibacteria,MD2896-B216,uncultured bacterium,2,0-4 cm
Bacteria;Patescibacteria;MD2896-B216;uncultured bacterium,CS,NA,Caspian,Bacteria,Patescibacteria,MD2896-B216,uncultured bacterium,,
Bacteria;Patescibacteria;MD2896-B216;uncultured bacterium,CS_2_1216,NA,Caspian,Bacteria,Patescibacteria,MD2896-B216,uncultured bacterium,2,12-16 cm
Bacteria;Patescibacteria;MD2896-B216;uncultured bacterium,Med_04,4,Mediterranean,Bacteria,Patescibacteria,MD2896-B216,uncultured bacterium,1,0-4 cm
Bacteria;Patescibacteria;MD2896-B216;uncultured bacterium,CS_2_2024,NA,Caspian,Bacteria,Patescibacteria,MD2896-B216,uncultured bacterium,2,20-24 cm
Bacteria;Patescibacteria;MD2896-B216;uncultured bacterium,Med_1216,NA,Mediterranean,Bacteria,Patescibacteria,MD2896-B216,uncultured bacterium,1,12-16 cm
Bacteria;Patescibacteria;MD2896-B216;uncultured bacterium,CS_2_3235,1,Caspian,Bacteria,Patescibacteria,MD2896-B216,uncultured bacterium,2,32-35 cm
Bacteria;Patescibacteria;MD2896-B216;uncultured bacterium,Med_1620,NA,Mediterranean,Bacteria,Patescibacteria,MD2896-B216,uncultured bacterium,1,16-20 cm
Bacteria;Patescibacteria;MD2896-B216;uncultured bacterium,CS_2_48,1,Caspian,Bacteria,Patescibacteria,MD2896-B216,uncultured bacterium,2,4-8 cm
Bacteria;Patescibacteria;MD2896-B216;uncultured bacterium,Med_2428,NA,Mediterranean,Bacteria,Patescibacteria,MD2896-B216,uncultured bacterium,1,24-28 cm
Bacteria;Patescibacteria;MD2896-B216;uncultured bacterium,CS_2_812,NA,Caspian,Bacteria,Patescibacteria,MD2896-B216,uncultured bacterium,2,8-12 cm
Bacteria;Patescibacteria;MD2896-B216;uncultured bacterium,Med_48,NA,Mediterranean,Bacteria,Patescibacteria,MD2896-B216,uncultured bacterium,1,4-8 cm
Bacteria;Patescibacteria;MD2896-B216;uncultured bacterium,CS_48,NA,Caspian,Bacteria,Patescibacteria,MD2896-B216,uncultured bacterium,1,4-8 cm
Bacteria;Patescibacteria;Microgenomatia;candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,CS_2_04,NA,Caspian,Bacteria,Patescibacteria,Microgenomatia,candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,2,0-4 cm
Bacteria;Patescibacteria;Microgenomatia;candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,CS,NA,Caspian,Bacteria,Patescibacteria,Microgenomatia,candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,,
Bacteria;Patescibacteria;Microgenomatia;candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,CS_2_1216,NA,Caspian,Bacteria,Patescibacteria,Microgenomatia,candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,2,12-16 cm
Bacteria;Patescibacteria;Microgenomatia;candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,Med_04,4,Mediterranean,Bacteria,Patescibacteria,Microgenomatia,candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,1,0-4 cm
Bacteria;Patescibacteria;Microgenomatia;candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,CS_2_2024,NA,Caspian,Bacteria,Patescibacteria,Microgenomatia,candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,2,20-24 cm
Bacteria;Patescibacteria;Microgenomatia;candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,Med_1216,NA,Mediterranean,Bacteria,Patescibacteria,Microgenomatia,candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,1,12-16 cm
Bacteria;Patescibacteria;Microgenomatia;candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,CS_2_3235,NA,Caspian,Bacteria,Patescibacteria,Microgenomatia,candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,2,32-35 cm
Bacteria;Patescibacteria;Microgenomatia;candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,Med_1620,NA,Mediterranean,Bacteria,Patescibacteria,Microgenomatia,candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,1,16-20 cm
Bacteria;Patescibacteria;Microgenomatia;candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,CS_2_48,NA,Caspian,Bacteria,Patescibacteria,Microgenomatia,candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,2,4-8 cm
Bacteria;Patescibacteria;Microgenomatia;candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,Med_2428,2,Mediterranean,Bacteria,Patescibacteria,Microgenomatia,candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,1,24-28 cm
Bacteria;Patescibacteria;Microgenomatia;candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,CS_2_812,NA,Caspian,Bacteria,Patescibacteria,Microgenomatia,candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,2,8-12 cm
Bacteria;Patescibacteria;Microgenomatia;candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,Med_48,NA,Mediterranean,Bacteria,Patescibacteria,Microgenomatia,candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,1,4-8 cm
Bacteria;Patescibacteria;Microgenomatia;candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,CS_48,NA,Caspian,Bacteria,Patescibacteria,Microgenomatia,candidate division CPR3 bacterium RIFOXYB2_FULL_35_8,1,4-8 cm
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),CS_2_04,NA,Caspian,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),2,0-4 cm
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),CS,NA,Caspian,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),,
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),CS_2_1216,NA,Caspian,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),2,12-16 cm
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),Med_04,4,Mediterranean,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),1,0-4 cm
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),CS_2_2024,NA,Caspian,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),2,20-24 cm
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),Med_1216,NA,Mediterranean,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),1,12-16 cm
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),CS_2_3235,NA,Caspian,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),2,32-35 cm
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),Med_1620,NA,Mediterranean,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),1,16-20 cm
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),CS_2_48,NA,Caspian,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),2,4-8 cm
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),Med_2428,NA,Mediterranean,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),1,24-28 cm
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),CS_2_812,NA,Caspian,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),2,8-12 cm
